,company_id,company_name,description,job_id,job_title,locations,locations_count,publish_date,summary
10,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Our computational challenges are so big, complex and unique we can&#39;t just purchase off-the-shelf hardware, we&#39;ve got to make it ourselves. Your team designs and builds the hardware, software and networking technologies that power all of Google&#39;s services. As a Hardware Engineer, you design and build the systems that are the heart of the world&#39;s largest and most powerful computing infrastructure. You develop from the lowest levels of circuit design to large system design and see those systems all the way through to high volume manufacturing. Your work has the potential to shape the machinery that goes into our cutting-edge data centers affecting millions of Google users.<br><br>Pulling on your technical and leadership expertise, you lead end-to-end research projects in multiple areas of expertise across data center facilities and manage a team of direct reports working on equipment installation, troubleshooting and debugging.</p><p>Google&#39;s mission is to organize the world&#39;s information and make it universally accessible and useful. Our Devices &amp; Services team combines the best of Google AI, Software, and Hardware to create radically helpful experiences for users. We research, design, and develop new technologies and hardware to make our user&#39;s interaction with computing faster, seamless, and more powerful. Whether finding new ways to capture and sense the world around us, advancing form factors, or improving interaction methods, the Devices &amp; Services team is making people&#39;s lives better through technology.</p>",jobs/86896338207154886,"Lead, Wireless Systems (Cellular Performance)","['Mountain View, CA, USA']",1,2019-10-31T22:19:15.729Z,"<ul>
<li>MS degree in Computer Science or Electrical Engineering.
or equivalent practical experience.</li>
<li>Experience with wireless technologies including LTE, UMTS, GSM, CDMA, Bluetooth, WIFI.</li>
<li>Experience with over-the air performance metrics including power, throughput, call drops and voice quality.</li>
<li>Experience in signal processing.</li>
</ul>"
11,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Google's projects, like our users, span the globe and require managers to keep the big picture in focus. As a Program Manager at Google, you lead complex, multi-disciplinary projects. You plan requirements with internal customers and usher projects through the entire project lifecycle. This includes managing project schedules, identifying risks and clearly communicating goals to project stakeholders. Your projects often span offices, time zones and hemispheres, and it's your job to keep all the players coordinated on the project's progress and deadlines.</p>
<p>As the Business Operation Program Manager, you will be responsible for annual planning and execution of Google Enterprise Networks' strategies and goals through definition, prioritization and execution of the organization's business plan. This role involves supporting the Engineering and Operations teams, including performing regular diagnostic deep dives to identify risks and opportunities in the business, coordinating with multiple teams to collect the right data and helping set priorities to ensure Google's Enterprise Networks business is running smoothly and efficiently.
 
</p><p>Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.</p>",jobs/129689743077057222,"Program Manager Lead, Business Operations, Google Global Networks","['Sunnyvale, CA, USA', 'Thornton, CO, USA']",2,2020-03-02T21:31:18.980Z,"<ul>
<li>Bachelor's degree or equivalent practical experience.</li>
<li>10 years of experience in process mappings, change management, ERP implementation or systems transformation business management operations and/or program management.</li>
<li>7 years of experience with financial data interpretation, budgeting and forecasting.</li>
<li>5 years of experience writing SQL queries, pulling data from relational databases and creating databases.</li>
</ul>"
12,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Google's infrastructure needs go far beyond server computers. As Google's products and services scale the globe, the Strategic Negotiation team works behind the scenes to secure infrastructure for Google's future -- everything from underwater cables to physical data center space. As a Strategic Negotiator, you combine your deep market knowledge of a given sector with tech industry savvy to negotiate cost-effective solutions to support Google's infrastructure growth. You'll work with specific project teams on negotiating deals, managing vendor and partner relationships and presenting deal recommendations to our Tech leadership. Your successful negotiations have the potential to save Google millions of dollars in operating costs and impact every part of the business.</p>
<p>The Data Center Strategic Negotiator role is a key position within Google’s Energy and Location Strategy team. This team’s mission is to provide data center production capacity, anywhere in the world, in a timeframe that meets Google’s needs. In this position, you will have a key role in helping to drive location strategy, site selection, and portfolio management for new and existing data centers sites and related infrastructure. You will be the face of Google in local communities. You'll support the development of the company’s global energy portfolio strategy, including identifying and helping in the creation of industry leading renewable energy projects, to support the company’s goal to be carbon neutral and power our data centers with renewable energy. </p><p>Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We're always on call to keep our networks up and running, ensuring our users have the best and fastest experience possible.</p>",jobs/116274243303285446,Data Center Strategic Negotiator,"['Sunnyvale, CA, USA']",1,2020-03-02T17:31:35.837Z,"<ul>
<li>Bachelor's degree in Technology, Engineering, Science or Economics or equivalent practical experience. 

</li>
<li>Experience with developing agreements, project management and financial modeling.</li>
<li>Ability to travel up to 50% of the time. 
</li>
</ul>"
13,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Product Operations (aka ProdOps) Leaders bring together teams across Google’s functions to help products execute optimally. Our team pushes Google to scale at key points that refine our products and infrastructure by executing efficiently, bringing solid business sense and sound judgment and working effectively across organizational lines.<br><br>Our roles often include components of strategy (e.g. analyzing and understanding new trends in the industry, building business plans), operations (e.g. running the cadence of organizations, connecting the operating lines between our functions), and communications. Our team partners with senior leadership to run important functions that cross-cut our existing organizations and deliver high impact projects. We help Engineers, PMs, UX, and all of our other functions build amazing products that delight our users, and then get those products into their hands.</p><p>Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology&#39;s greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another.</p>",jobs/83786919323804358,"Product Operations and Strategy Principal, Engineering","['Mountain View, CA, USA', 'San Bruno, CA, USA']",2,2020-02-19T16:31:13.741Z,"<ul>
<li>Bachelor's degree or equivalent practical experience.</li>
<li>8 years of experience in Management Consulting, Corporate Development, Product Management, Engineering, Operations, and/or Finance/Investment Banking/Venture Capital.</li>
</ul>"
14,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Google's projects, like our users, span the globe and require managers to keep the big picture in focus while being able to dive into the unique engineering challenges we face daily. As a Technical Program Manager at Google, you lead complex, multi-disciplinary engineering projects using your engineering expertise. You plan requirements with internal customers and usher projects through the entire project lifecycle. This includes managing project schedules, identifying risks and clearly communicating them to project stakeholders. You're equally at home explaining your team's analyses and recommendations to executives as you are discussing the technical trade-offs in product development with engineers.</p>

<p>As a Technical Program Manager for Machine Maintenance, you will drive sustainability and maintenance globally across Hardware Operations (machines/networks/data security) deployment at Google's data centers.</p><p>Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.</p>",jobs/85607599673615046,"Technical Program Manager, Machine Maintenance, Hardware Operations","['Sunnyvale, CA, USA']",1,2020-02-18T22:02:29.232Z,"<ul>
<li>Bachelor's degree in Engineering, Computer Science, other quantitative field (e.g., Physics, Mathematics, Chemistry, Statistics), or equivalent practical experience.</li>
<li>Experience managing technical programs.</li>
<li>Experience in software and/or hardware development and integration.</li>
<li>Experience defining system and/or process requirements for systems.</li>
</ul>"
15,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Product and Business Strategy Leaders bring together teams across Google’s functions to help products execute optimally. Our team pushes Google to scale at key points that refine our products and infrastructure by executing efficiently, bringing solid business sense and sound judgment, and working effectively across organizational lines.<br><br>Our roles often include components of strategy (e.g. analyzing and understanding new trends in the industry, building business plans), operations (e.g. running the cadence of organizations, connecting the operating lines between our functions), and communications. Our team partners with senior leadership to run important functions that cross-cut our existing organizations and deliver high impact projects. We help Engineers, PMs, UX, and all of our other functions to build amazing products that delight our users, and then get those products into their hands.</p><p>Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology&#39;s greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another.</p>",jobs/103472575507505862,"Product and Business Strategy Lead, Analytics","['Mountain View, CA, USA', 'San Bruno, CA, USA', 'Sunnyvale, CA, USA']",3,2020-02-18T14:31:03.851Z,"<ul>
<li>Bachelor's degree or equivalent practical experience.</li>
<li>3 years of experience working in an analytical capacity in areas such as; management consulting, investment banking, business intelligence, data science, or corporate strategy.</li>
</ul>"
16,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Design and user experience (UX) are at the forefront of everything we do. The job of an Interaction Designer is to envision how people experience our products and bring that vision to life in a way that feels inspired, refined and even magical. In an Interaction Designer role, you’ll take on complex tasks and transform them into intuitive, accessible and easy-to-use designs for billions of people around the world—from the first-time user to the sophisticated expert. Achieving this goal requires collaboration with teams of Designers, Researchers, Engineers and Product Managers throughout the design process—from creating user flows and wireframes to building user interface mockups and prototypes. At each stage, you will anticipate what our users need, advocate for them and ensure that the final product surprises and delights them.</p>

<p>We follow a simple but vital premise in the User Experience (UX) group: ""Focus on the user and all else will follow."" We're interested in our users and strive to learn everything we can about their behaviors, attitudes and emotions to help define the products and experiences we create. The UX team plays an integral part in gathering these insights and then using them to inspire and inform design. We are a multi-disciplinary team of interaction designers, visual designers, user researchers, content strategists and web developers who collaborate closely with each other and with engineering and product management to create innovative, usable, great-looking products that people love to use.</p><p>User experience is at the forefront of how we create intuitive, innovative, and beautiful products that people love. We strive to learn and understand our users’ needs, behaviors, and emotions to gather insights that inform product strategy and design. Our UX teams include designers, researchers, content strategists, and engineers who are passionate about quality, usability, and simplicity. We work on collaborative teams to solve complex challenges and craft experiences that highlight our products’ unique capabilities and personalities. Our work touches billions while exemplifying a key principle that is core to Google’s philosophy: “Focus on the user and all else will follow.”</p>",jobs/96347740159517382,Senior Interaction Designer,"['Austin, TX, USA']",1,2020-02-18T14:01:57.126Z,"<ul>
<li>Bachelor's degree in Design or equivalent practical experience.</li>
<li>Experience collaborating with multidisciplinary teams of Designers, Researchers, Engineers, Content Strategists and Product Managers throughout the design process.</li>
<li>Experience designing across multiple platforms.</li>
<li>Portfolio highlighting multiple projects that demonstrates experiences crafting usable digital interfaces.</li>
</ul>"
17,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Whether you're on a consumer product (like Gmail, Search, Maps, Chrome, Android) or a business product (Google Ads, AdSense, Google Marketing Platform, Analytics), you take part in a complete marketing experience as you lead every facet of the product's journey. From determining positioning, naming, competitive analysis, feature prioritization and external communications, you help shape the voice of the product and help it grow a consumer base. This means you work with a cross-functional team across Sales, corporate communications, legal, webmasters, product development, engineering and more. In this role, you'll be involved with product marketing strategy from beginning to end.</p>
<p>You will be part of the Core Developer Customer Engagement team. Working closely with the Core Developer Product team, you will design and execute awareness and adoption strategies that drive customer engagement, success and growth for a portfolio of products and services, used by engineers across Google to power apps such as Google Search, Google Maps, Google Photos, Google Cloud Platform and YouTube. 
You will own messaging and positioning for the Core Developer product portfolio and work closely with Core Developer Product teams in driving adoption and obtaining product and market fit. You will work with a cross functional team including Customer Advocacy, Core Developer Product teams, Engineering teams and Developer Relations.</p><p>Know the user. Know the magic. Connect the two. At its core, marketing at Google starts with technology and ends with the user, bringing both together in unconventional ways. Our job is to demonstrate how Google's products solve the world's problems--from the everyday to the epic, from the mundane to the monumental. And we approach marketing in a way that only Google can--changing the game, redefining the medium, making the user the priority, and ultimately, letting the technology speak for itself.</p>",jobs/102460371396108998,"Product Marketing Manager, Core Developer Products","['San Francisco, CA, USA', 'Sunnyvale, CA, USA']",2,2020-03-10T18:31:21.880Z,"<ul>
<li>Bachelor's degree or equivalent practical experience.</li>
<li>5 years of work experience in product marketing in either developer ecosystems or enterprise marketing.</li>
</ul>"
18,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>The Google Cloud Platform team helps customers transform and evolve their business through the use of Google’s global network, web-scale data centers and software infrastructure. As part of an entrepreneurial team in this rapidly growing business, you will help shape the future of businesses of all sizes use technology to connect with customers, employees and partners.</p>
<p>As a Field Sales Representative, you will be working with our top State and Local accounts. You’ll leverage existing relationships with C-level executives, develop new relationships and act as a trusted business partner to deeply understand their unique company challenges and goals. You promote the innovative power of our products to make organizations more productive, collaborative and mobile. Using your passion for Google products, you help spread the magic of Google to organizations around the world.
</p><p>Google Cloud helps millions of employees and organizations empower their employees, serve their customers, and build what’s next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. And our teams are dedicated to helping our customers &amp; developers see the benefits of our technology come to life.</p>",jobs/90507681824940742,"Field Sales Representative, State and Local Government, Cloud","['New York, NY, USA', 'Ann Arbor, MI, USA', 'Boulder, CO, USA', 'Chapel Hill, NC, USA', 'Charlotte, NC, USA', 'Denver, CO, USA', 'Detroit, MI, USA', 'Madison, WI, USA', 'Pittsburgh, PA, USA', 'Durham, NC, USA', 'Reston, VA, USA']",11,2020-03-10T14:31:05.728Z,"<ul>
<li>Bachelor's degree or equivalent practical experience.</li>
<li>7 years of technology related sales or business development experience at a B2B software company.</li>
</ul>"
19,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>As an Emerging Businesses Lead, you will partner with a product lead to develop and execute on a business and product strategy that will establish Google Maps as a leading provider and partner to stakeholders. You will assess landscape, size opportunity, understand and translate customer needs into product and partnership strategy, and build the vision and alliances internally at Google to support development. </p><p>

You will develop external partnerships to drive adoption and scale, and manage pilots to establish product-market fit, and ultimately, work with cross-functional partners to develop pricing, marketing and sales enablement. You will drive success in close partnership with your engineering lead, sales partners, marketing partners and other cross-functional teammates. 
</p><p>Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another.</p>",jobs/90767401047466694,"Emerging Business Lead, Geo Enterprise","['Mountain View, CA, USA']",1,2020-02-28T19:31:01.146Z,"<ul>
<li>Bachelor's degree or equivalent practical experience.</li>
<li>10 years of experience in business development, strategy and operations and/or other start-up business roles in the technology industry.</li>
</ul>"
0,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"Our computational challenges are so big, complex and unique we can't just purchase off-the-shelf hardware, we've got to make it ourselves. Your team designs and builds the hardware, software and networking technologies that power all of Google's services. As a Hardware Engineer, you design and build the systems that are the heart of the world's largest and most powerful computing infrastructure. You develop from the lowest levels of circuit design to large system design and see those systems all the way through to high volume manufacturing. Your work has the potential to shape the machinery that goes into our cutting-edge data centers affecting millions of Google users.<p>Google's mission is to organize the world's information and make it universally accessible and useful. Our Devices &amp; Services team combines the best of Google AI, Software, and Hardware to create radically helpful experiences for users. We research, design, and develop new technologies and hardware to make our user's interaction with computing faster, seamless, and more powerful. Whether finding new ways to capture and sense the world around us, advancing form factors, or improving interaction methods, the Devices &amp; Services team is making people's lives better through technology.</p>",jobs/111817545255658182,"Product System Architect, Devices and Services","['Mountain View, CA, USA', 'Chicago, IL, USA']",2,2020-02-24T21:14:44.048Z,"<ul>
<li>Bachelor's degree in Electrical Engineering or equivalent practical experience.</li>
<li>4 years of experience in definition/design of mixed signal ICs or developing and shipping consumer electronics products or components.</li>
<li>Experience with prototype bring-up and debugging, functional verification, manufacturing support, creating system specification documents and hardware test automation.</li>
<li>Experience with mobile phone technologies.</li>
</ul>"
1,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>The Engineering Residency program combines Computer Science education with hands-on software engineering experience in a supported, closely mentored cohort. Following an industry-focused training period, Residents move onto rotations embedded in engineering teams, working on complex programming projects with Google engineers. The goal of the Residency Program is to help Residents become productive and successful software engineers within the one year program. </p>

<p><b>Make the transition:</b> The professional engineering environment is constantly evolving. Google's Engineering Residency Program is designed to accelerate the transition from school to industry, enabling Residents to have an impact right away.</p>

<p><b>Learn new skills: </b>Our infrastructure is complex. As an Engineering Resident, you'll learn the things that are harder to teach in school - from large-scale distributed processing and Google-style test-driven development, to applied theory and code reviews, to developer workflow and beyond.</p>

<p><b>Grow with peers: </b>With such a diverse set of backgrounds and perspectives, your peers will provide you with opportunities for learning and development throughout the program - and they'll serve as a lifelong network.</p>

<p><b>Kickstart your career: </b>As an Engineering Resident, you'll have the ability to build technical skills, adjust to industry work, leverage a built-in support network, and access mentorship opportunities - all of which will kickstart your career in tech.</p>

<p><b>Change the world: </b>Google's software engineers develop the next-generation technologies that change how users connect, explore, and interact with information and one another. We're looking for engineers who bring fresh ideas and who are ready to take on some of technology's greatest challenges and make an impact users. Google engineers are changing the world one technological achievement after another.</p>

<p>Before the end of their residency year, Residents will be considered for full-time positions on Google Engineering teams, based on performance. 
</p>",jobs/97648354730615494,"Engineering Resident, University Graduate, 2020 Start (Fixed-Term Employee)","['Mountain View, CA, USA', 'Los Angeles, CA, USA']",2,2020-03-06T23:31:15.631Z,"<ul>
<li>Completion of Bachelor's degree in Computer Science, related technical field of study or equivalent practical experience, including computer science coursework</li>
<li>Programming experience in one or more of the following general purpose programming languages: C/C++, C# Java, Javascript, Python, or Go</li>
</ul>"
2,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Google's projects, like our users, span the globe and require managers to keep the big picture in focus while being able to dive into the unique engineering challenges we face daily. As a Technical Program Manager at Google, you lead complex, multi-disciplinary engineering projects using your engineering expertise. You plan requirements with internal customers and usher projects through the entire project lifecycle. This includes managing project schedules, identifying risks and clearly communicating them to project stakeholders. You're equally at home explaining your team's analyses and recommendations to executives as you are discussing the technical trade-offs in product development with engineers.</p>

<p>Our objective is to ensure accessibility to Google products and services, including Google Search, Cloud and YouTube, by working in close collaboration with suppliers and network operators worldwide. You like the idea of implementing networking solutions that deliver front-end serving content to users around the world. You will manage cross-functional projects that require working with all organizational levels and groups specific to growth and development of the Google backbone, data center, peering and content distribution networks. A strong background in network engineering, network content distribution, network operations, technology deployment or computing sciences is essential for your success in this role.</p><p>Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.</p>",jobs/95819974578184902,"Technical Program Manager, Network Software Infrastructure","['Sunnyvale, CA, USA', 'Thornton, CO, USA', 'Cambridge, MA, USA']",3,2020-03-09T12:03:13.911Z,"<ul>
<li>Bachelor's degree in Computer Science, a related technical field or equivalent practical experience.</li>
<li>Experience in program management working on technical, cross-functional projects.</li>
<li>Experience leading software development projects/programs.</li>
<li>Experience in project management and coordinating/driving release schedules. Experience working with vendors building software applications.</li>
</ul>"
3,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>As a Project Executive you will be a member of the Real Estate Development team, which leads the design and construction supervision of our offices. You'll assist in designing and managing major infrastructure projects supporting various campus development projects, whilst maintaining Google's high standards for long-term sustainability and care for our world’s resources.</p>

<p>Developing innovative products and services that improve the lives of as many people as possible has been core to Google from the beginning. The Real Estate Investment and Development team creates inspiring places that enable Google, our employees, and communities to thrive. As an in-house development group, our team’s diversified real estate expertise spans asset and portfolio management, transactions, urban planning and design, entitlements, construction management, and district infrastructure.</p>

<p>As an Infrastructure Project Executive, you will manage the full scope of services involved in the planning and management of real estate and transportation infrastructure projects, contributing experience in designing and managing mega infrastructure projects that included innovative ideas to complete flawless projects on schedule and budget. In this position, you'll interact with local and regional jurisdictions to assure quality communication and relationship. Additionally, you'll deliver value-driven infrastructure solutions to support Google's unique culture. </p>

<p>In this role you will, manage many teams of consultants, contractors, and stakeholders. Your leadership will span over many projects and milestones at any given time. This role collaborates with a variety of functions to plan, design, and construct major infrastructure projects. As an Infrastructure Project Executive, you'll effectively lead and deliver quality projects fast, demonstrating self-drive and the ability to collaborate with passion.
</p><p>The Real Estate Development team is focused on creating inspiring mixed-use neighborhoods, anchored by a Google campus. Our developments are designed to enable Google, our employees and our communities to thrive together. We believe successful place is at the intersection of Community, Nature, Innovation and Economics. As an in-house development group, our team is focused on all aspects of the development process, from land assemblage and entitlements to the full design and delivery of these mixed-use communities.</p>",jobs/84406932976083654,Infrastructure Project Executive,"['Sunnyvale, CA, USA']",1,2020-02-18T22:31:24.681Z,"<ul>
<li>Bachelor's degree in Engineering, Construction, Real Estate, related field, or equivalent practical experience.</li>
<li>10 years of experience within the real estate and construction industry. Experience in conceptualizing, project planning, design development, and project management of infrastructure projects.</li>
<li>Experience in financial management for infrastructure projects.</li>
<li>Experience managing teams and building relationships with local/regional jurisdictions.</li>
</ul>"
4,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Our computational challenges are so big, complex and unique we can't just purchase off-the-shelf hardware, we've got to make it ourselves. Your team designs and builds the hardware, software and networking technologies that power all of Google's services. As a Hardware Engineer, you design and build the systems that are the heart of the world's largest and most powerful computing infrastructure. You develop from the lowest levels of circuit design to large system design and see those systems all the way through to high volume manufacturing. Your work has the potential to shape the machinery that goes into our cutting-edge data centers affecting millions of Google users.<br><br>Pulling on your technical and leadership expertise, you lead end-to-end research projects in multiple areas of expertise across data center facilities and manage a team of direct reports working on equipment installation, troubleshooting and debugging.</p>
<p>As an Audio Test Engineer, you will collaborate with acoustics engineers, audio tuning engineers, and other cross functional teams to deliver a fully validated high performance audio system design. You will ensure that product requirements are mapped to system design components and validation methods. You will help to ensure product excellence by developing test infrastructure and work with validation teams around the globe to ensure consistent testing procedures and outputs. You will oversee these validation efforts across Pixel Phone programs, working closely with the hardware and software teams to automate and improve testing and to design new tests for features in active development at Google.  
</p><p>Google's mission is to organize the world's information and make it universally accessible and useful. Our Devices &amp; Services team combines the best of Google AI, Software, and Hardware to create radically helpful experiences for users. We research, design, and develop new technologies and hardware to make our user's interaction with computing faster, seamless, and more powerful. Whether finding new ways to capture and sense the world around us, advancing form factors, or improving interaction methods, the Devices &amp; Services team is making people's lives better through technology.</p>",jobs/132924506285974214,Audio Test Engineer,"['Mountain View, CA, USA']",1,2019-10-31T22:26:38.581Z,"<ul>
<li>5 years of experience designing and testing mobile audio systems for telephony applications.</li>
<li>Experience with acoustics design and audio subsystems for mobile phones.</li>
<li>Experience in consumer hardware product development stages from prototyping to mass production.</li>
</ul>"
5,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Our computational challenges are so big, complex and unique we can't just purchase off-the-shelf hardware, we've got to make it ourselves. Your team designs and builds the hardware, software and networking technologies that power all of Google's services. As a Hardware Engineer, you design and build the systems that are the heart of the world's largest and most powerful computing infrastructure. You develop from the lowest levels of circuit design to large system design and see those systems all the way through to high volume manufacturing. Your work has the potential to shape the machinery that goes into our cutting-edge data centers affecting millions of Google users.</p>
<p>As an ASIC DFT/DFD Engineer on the chip implementation team, you will be responsible for defining, implementing and deploying advanced design-for-test (DFT) and design-for-debug (DFD) methodologies for highly complex digital and/or mixed-signal chips and/or IPs. You will work with the rest of the team to document DFT specifications develop DFT/DFD methodologies and infrastructure.You will be responsible for defining and implementing design and verification flow for DFT/DFD, and integrating it with overall ASIC design flow. You will also be responsible for reducing test cost, increasing production quality and enhancing yield.
</p>",jobs/85546550245106374,"Methodology Engineer, DFT/DFD","['Sunnyvale, CA, USA']",1,2019-11-22T17:01:38.164Z,"<ul>
<li>BS degree or equivalent practical experience.</li>
<li>10 years of experience in DFT insertion and analysis in designs.</li>
<li>Experience with DFT/MBIST/ATPG tools. Experience in silicon bring-up, debug, and feature validation.</li>
<li>Fault modeling experience developing specifications and driving architecture for chips. Scripting experience in Python or TCL.</li>
</ul>"
6,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Google's projects, like our users, span the globe and require managers to keep the big picture in focus. As a Program Manager at Google, you lead complex, multi-disciplinary projects. You plan requirements with internal customers and usher projects through the entire project lifecycle. This includes managing project schedules, identifying risks and clearly communicating goals to project stakeholders. Your projects often span offices, time zones and hemispheres, and it's your job to keep all the players coordinated on the project's progress and deadlines.</p>

<p>As an instructional designer/course development program manager, you will create and continuously improve learning programs using an array of creative approaches. These approaches include development of eLearning, just-in-time micro-learning videos, webinars, and instructor-led course materials. Finally, you will partner with learning managers and subject matter experts, to develop innovative solutions supporting global Google Data Center initiatives.<br></p><p>Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.</p>",jobs/87964410095510214,"Program Manager, Instructional Design/Course Development, Data Centers","['Portland, OR, USA']",1,2020-03-10T18:31:28.824Z,"<ul>
<li>Bachelor's degree or equivalent practical experience in instructional design/educational technology.</li>
<li>Experience in instructional design and with instructional technologies.</li>
<li>Experience leading projects to implementation with cross-functional teams.</li>
<li>Experience with learning theories, instructional design models, and lesson/curriculum planning.</li>
</ul>"
7,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>As a User Experience Writer, you are an advocate for Google design, working to shape product experiences by creating useful, meaningful text that helps users complete the task at hand. You help set the vision for content and drive cohesive product narratives across multiple platforms and touch points. As a stellar writer, you have a portfolio of work that demonstrates content that simplifies and beautifies the overall user experience. <br><br>You work with people in a variety of UX design-related jobs including researchers, product managers, engineers, marketing and customer operations. Collaborating with each, you strive to establish cohesive language and a unified voice across products and platforms. You regularly use empathy, logic and hard data to inform content choices, and are an expert in your product. You provide content recommendations that include the right words and sometimes complementary data and images.</p>

<p>You use your gift for language to design intuitive, delightful product experiences that help users accomplish their goals. You’re also a content strategist, defining product vision and narratives across multiple platforms and touch points. As a writer, you have a portfolio of work that demonstrates your gift for simplifying and improving user experiences. 
</p>

<p>UX Writers work with a variety of disciplines, including design, research, product management, engineering, legal, marketing, and customer operations. Collaborating with each, you strive to establish a unified voice across products. You regularly use empathy, logic, and hard data to inform content choices and to advocate for the user. 
</p>

<p>You will drive guidelines and best practices, manage complex, cross-functional projects, and work with leadership to set goals and implement roadmaps. You provide direction and mentorship to junior writers and support to peers.</p><p>User experience is at the forefront of how we create intuitive, innovative, and beautiful products that people love. We strive to learn and understand our users’ needs, behaviors, and emotions to gather insights that inform product strategy and design. Our UX teams include designers, researchers, content strategists, and engineers who are passionate about quality, usability, and simplicity. We work on collaborative teams to solve complex challenges and craft experiences that highlight our products’ unique capabilities and personalities. Our work touches billions while exemplifying a key principle that is core to Google’s philosophy: “Focus on the user and all else will follow.”</p>",jobs/120660141272900294,UX Writer,"['Mountain View, CA, USA', 'New York, NY, USA', 'Bellevue, WA, USA', 'Palo Alto, CA, USA', 'San Bruno, CA, USA', 'San Francisco, CA, USA']",6,2020-03-10T18:01:27.425Z,"<ul>
<li>Bachelor's degree in English, Communications, Journalism, Technical Writing, UX, HCI, or equivalent practical experience.</li>
<li>4 years of experience on user-focused product writing including work in hardware, software, digital agency, or other relevant product area.</li>
<li>Experience in shaping content for multi-disciplinary projects.</li>
<li>A portfolio of UX-focused writing samples and style guidelines.</li>
</ul>"
