,country,subCategory,industry,title,multi_location,type,orgFunction,experience,locale,multi_location_array,jobSeqNo,postedDate,searchresults_display,descriptionTeaser,dateCreated,state,targetLevel,jd_display,reqId,badge,jobId,isMultiLocation,jobVisibility,mostpopular,location,category,locationLatlong
38,United States,Program Management,,Program Manager II,"['Other, Other, United States']",,,Experienced professionals,en_us,"[{'location': 'Other, Other, United States'}]",764938,2020-01-05T13:52:00,,"Microsoft is leading the security industry with enterprise and cloud-based security products. Our team is at the forefront of this, with a focus on Azure Security Center (ASC), Azure Sentinel and",2020-01-05T13:55:34.901000,Other,62,,,,764938,True,['external'],0.0,"Other, Other, United States",Engineering,
39,United States,Technology Solutions,,Technical Specialist - Security & Compliance,"['Washington D.C., District of Columbia, United States', 'Reston, Virginia, United States', 'Chevy Chase, Maryland, United States']",,,Experienced professionals,en_us,"[{'location': 'Washington D.C., District of Columbia, United States'}, {'location': 'Reston, Virginia, United States'}, {'location': 'Chevy Chase, Maryland, United States'}]",789274,2020-02-18T21:27:00,,Microsoft Federal is looking for a Security and Compliance Technical Specialist with deep expertise in Identity solutions. The Technical Specialist&rsquo;s main goal is to win the technical decision,2020-02-18T23:13:59.366000,District of Columbia,64,,,,789274,True,['external'],0.0,"Washington D.C., District of Columbia, United States",Technical Sales,
40,United States,Retail Consumer Experience (Field),,Product Advisor - The Mall at Green Hills,"['Nashville, Tennessee, United States']",,,Experienced professionals,en_us,"[{'location': 'Nashville, Tennessee, United States'}]",789308,2020-02-05T16:29:00,,"Our Product Advisors, also known as talented story-tellers, passionate evangelists and Microsoft-brand ambassadors, are the face of Microsoft. Through providing world-class customer service, our",2020-02-05T16:32:32.374000,Tennessee,34,,,,789308,True,['external'],0.0,"Nashville, Tennessee, United States",Retail,
41,United States,Software Engineering,,Senior Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",791458,2020-02-18T09:31:00,,"If data is the new oil, networking is the oil pipeline. Networking is at the heart of connecting the Intelligent Edge to the Intelligent Cloud. With network speeds increasing and more and data",2020-02-18T21:22:57.068000,Washington,63,,,,791458,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
42,United States,Software Engineering,,Principal Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",796463,2020-02-18T20:55:00,,"Are you interested in working for one of the most exciting teams in Microsoft? A team relentlessly focused on customer needs, market expansion and advancing Microsoft Cloud strategy? Interested in a",2020-02-18T23:07:28.930000,Washington,65,,,,796463,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
43,United States,Program Management,,Senior Program Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",784462,2020-02-13T15:44:00,,Come join one of the largest BigData platforms on the planet and change how Microsoft businesses build and experience end-end Analytics solutions! We are the Azure Data team; part of the Cloud &amp;,2020-02-13T16:19:38.061000,Washington,63,,,,784462,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
44,United States,Business Strategy,,Business Value Management Lead,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",794147,2020-02-18T21:42:00,,"Microsoft envisions a world where passionate innovators come to collaborate, envisioning what can be and taking their careers places they simply couldn&rsquo;t anywhere else. This is a world of more",2020-02-18T21:59:46.062000,Washington,65,,,,794147,True,['external'],0.0,"Redmond, Washington, United States",Business Development & Strategy,
45,United States,Technical Delivery,,Consultant - Microsoft Technologies - CTJ,"['Las Colinas, Texas, United States']",,,Experienced professionals,en_us,"[{'location': 'Las Colinas, Texas, United States'}]",796141,2020-02-18T01:50:00,,Are you ready to seize an opportunity to work with leading edge technology solutions and to deploy into production with real world impact? Do you thrive by leading by example and exhibiting a growth,2020-02-18T01:53:30.960000,Texas,61,,,,796141,True,['external'],0.0,"Las Colinas, Texas, United States",Services,
46,United States,Program Management,,Program Manager II,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",792430,2020-02-11T18:22:00,,"The Identity Organization, a part of Microsoft&rsquo;s Cloud and Artificial Intelligence (C+AI) Division, is building, deploying and running the Azure Active Directory suite of Cloud and Enterprise",2020-02-18T23:17:12.700000,Washington,62,,,,792430,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
47,United States,Program Management,,Program Manager II,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",792428,2020-02-11T18:30:00,,"The Identity Organization, a part of Microsoft&rsquo;s Cloud and Artificial Intelligence (C+AI) Division, is building, deploying and running the Azure Active Directory suite of Cloud and Enterprise",2020-02-18T23:17:09.406000,Washington,62,,,,792428,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
48,United States,Software Development,,Senior Software Development Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",745228,2019-11-15T23:27:00,, Intelligent Conversation and Communication Cloud (formally known as Skype Media Service) at Microsoft is developing the next generation of collaboration and communication products that will,2019-11-15T23:31:30.301000,Washington,63,,,,745228,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
49,United States,Software Engineering,,Principal Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",795586,2020-02-18T23:48:00,,"The Database Systems organization delivers world class relational database technologies used across the globe on everything from small devices, desktops, servers to some of the largest Cloud",2020-02-18T23:53:52.844000,Washington,65,,,,795586,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
0,United States,Sales Leadership,,Regional Business Lead Americas,"['New York, New York, United States']",,,Experienced professionals,en_us,"[{'location': 'New York, New York, United States'}]",756689,2019-12-09T19:39:00,,"Industry teams enable our sales teams and partners to deliver relevant, high-quality solutions and services to empower our customers to lead the digital transformation of the Financial Services",2019-12-09T21:39:31.532000,New York,67,,,,756689,True,['external'],0.0,"New York, New York, United States",Sales,
1,United States,Licensing,,Solution Assessment Specialists,"['Redmond, Washington, United States', 'Other, Other, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}, {'location': 'Other, Other, United States'}]",796751,2020-02-20T01:10:00,,The US Solution Assessment team is looking for a Solution Assessment Specialist to lead customer demand generation and field enablement across the managed business. The primary focus of the Solution,2020-02-20T01:12:32.667000,Washington,63,,,,796751,True,['external'],0.0,"Redmond, Washington, United States",Sales,
2,China,Program Management,,Senior/Principal Program Manager--SharePoint,"['Suzhou, Jiangsu, China']",,,Experienced professionals,en_us,"[{'location': 'Suzhou, Jiangsu, China'}]",797563,2020-02-20T01:30:00,,SharePoint is a multi-billion dollar enterprise business that has grown from an on-premises product that IT admins love into a core part of the Microsoft 365 service today. Over the last several,2020-02-20T01:32:31.565000,Jiangsu,65,,,,797563,True,['external'],0.0,"Suzhou, Jiangsu, China",Engineering,
3,China,Solution Sales,,Sales Specialist-Cloud/BizApps,"['Beijing, Beijing, China']",,,Experienced professionals,en_us,"[{'location': 'Beijing, Beijing, China'}]",797590,2020-02-20T02:05:00,,"Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and",2020-02-20T02:09:35.785000,Beijing,62,,,,797590,True,['external'],0.0,"Beijing, Beijing, China",Sales,
4,United States,Software Engineering,,Software Engineer -CTJ,"['Reston, Virginia, United States', 'Elkridge, Maryland, United States', 'Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Reston, Virginia, United States'}, {'location': 'Elkridge, Maryland, United States'}, {'location': 'Redmond, Washington, United States'}]",797594,2020-02-20T02:29:00,,Microsoft Azure is undergoing explosive growth as customers around the world realize the benefits of moving their services and applications to the cloud. Security is the foremost concern for our,2020-02-20T02:31:15.610000,Virginia,61,,,,797594,True,['external'],0.0,"Reston, Virginia, United States",Engineering,
5,United States,Software Engineering,,Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",797598,2020-02-20T03:01:00,,"The Commerce Platform and Experiences team is looking for a committed developer to work on one of Microsoft&rsquo;s largest scale, most business critical cloud services. These services process nearly",2020-02-20T03:04:31.238000,Washington,60,,,,797598,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
6,United States,Program Management,,Senior Program Manager - Azure Compute,"['Atlanta, Georgia, United States']",,,Experienced professionals,en_us,"[{'location': 'Atlanta, Georgia, United States'}]",795439,2020-02-20T02:40:00,,We are looking for an senior program manager to help build Microsoft Azure. We are part of the core Azure Compute team and enable customers to manage at scale their Windows and Linux servers deployed,2020-02-20T02:41:38.972000,Georgia,64,,,,795439,True,['external'],0.0,"Atlanta, Georgia, United States",Engineering,
7,China,Software Engineering,,Sr. /Principal SW Engineering Manager--O365 OM team,"['Suzhou, Jiangsu, China']",,,Experienced professionals,en_us,"[{'location': 'Suzhou, Jiangsu, China'}]",797561,2020-02-20T01:26:00,,"Outlook Mobile is changing how the world works through mobile email. As professionals continue making the leap to mobile, we empower them to be more responsive and get more done from anywhere. In a",2020-02-20T01:28:31.372000,Jiangsu,65,,,,797561,True,['external'],0.0,"Suzhou, Jiangsu, China",Engineering,
8,Singapore,Customer Success Technology Solutions,,Cloud Solution Architect,"['Singapore, Other, Singapore']",,,Experienced professionals,en_us,"[{'location': 'Singapore, Other, Singapore'}]",728525,2019-10-30T04:56:00,,"Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracinga growth mindset, a theme of inspiring excellence, and",2019-10-30T04:59:26.750000,Other,60,,,,728525,True,['external'],0.0,"Singapore, Other, Singapore",Customer Success,
9,United States,Delivery & Relationship Management,,Technical Account Manager,"['Edison, New Jersey, United States']",,,Experienced professionals,en_us,"[{'location': 'Edison, New Jersey, United States'}]",794866,2020-02-20T05:53:00,,"What joining the Microsoft team means: Microsoft Digital, Services, and SuccessWith 23,200+ employees globally, Microsoft Digital, Services, and Success is one of the company&rsquo;s largest groups,",2020-02-20T05:56:32.851000,New Jersey,63,,,,794866,True,['external'],0.0,"Edison, New Jersey, United States",Services,
10,Czech Republic,HR Shared Services Support,,HR Services Benefits & Leave Service Manager,"['Prague, Prague, Czech Republic']",,,Experienced professionals,en_us,"[{'location': 'Prague, Prague, Czech Republic'}]",755321,2020-01-07T08:57:00,,"Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and",2020-02-20T08:06:08.227000,Prague,59,,,,755321,True,['external'],0.0,"Prague, Prague, Czech Republic",Human Resources,
11,United States,Program Management,,Senior Program Manager - Governance,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",797720,2020-02-20T19:00:00,,"Companies collectively own Exabytes of data across hundreds of billions of streams, files, tables, reports, spreadsheets, VMs, Notebooks, and so on. Yet customers can&rsquo;t answer basic questions",2020-02-20T19:05:36.813000,Washington,63,,,,797720,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
12,United States,Program Management,,Program Manager 2,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",746988,2019-11-20T20:16:00,,"The Language as a Service (LaaS) mission is to provide global customers across Office, Teams, Gaming and Windows with product experiences they love by enabling them to be more productive, more engaged",2019-11-20T20:20:32.823000,Washington,61,,,,746988,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
13,United States,Software Engineering,,Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",781275,2020-01-27T19:29:00,,Are you looking for an opportunity to build software and systems for some of the biggest data centers that humanity has ever created? The Azure Networking team is responsible for designing and,2020-01-27T20:13:18.834000,Washington,62,,,,781275,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
14,United States,Data Center Operations Management,,Critical Environment Program Manager - CTJ,"['Cheyenne, Wyoming, United States']",,,Experienced professionals,en_us,"[{'location': 'Cheyenne, Wyoming, United States'}]",797762,2020-02-20T23:42:00,,"Microsoft&rsquo;s Cloud Operations &amp; Innovation (CO+I) is the engine that powers our cloud services. As a CO+I Critical Environment Program Manager (CEPM), you will perform a key role in",2020-02-20T23:45:37.718000,Wyoming,61,,,,797762,True,['external'],0.0,"Cheyenne, Wyoming, United States",Data Center,
15,United States,Software Engineering,,Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",797945,2020-02-20T23:37:00,,We are looking for a highly motivated engineer who can help us expand the current Intune offering with new innovative services that focus on information security.We are a group of supportive team,2020-02-20T23:39:44.966000,Washington,61,,,,797945,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
16,United States,Product Marketing,,Senior Product Marketing Manager- Xbox Games,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",796660,2020-02-20T20:32:00,,"Microsoft&rsquo;s Gaming Marketing team is revolutionizing gaming. With a rich set of existing products and services like Xbox, Xbox Game Pass, Halo, Minecraft and Mixer, our gaming business is a one",2020-02-20T20:36:35.685000,Washington,63,,,,796660,True,['external'],0.0,"Redmond, Washington, United States",Marketing,
17,United States,Customer Success Technology Solutions,,CSM Manager,"['New York, New York, United States']",,,Experienced professionals,en_us,"[{'location': 'New York, New York, United States'}]",784165,2020-02-19T11:58:00,,"Microsoft envisions a world where passionate innovators come to collaborate, envisioning what can be and taking their careers places they simply couldn&rsquo;t anywhere else. This is a world of more",2020-02-20T20:44:20.608000,New York,65,,,,784165,True,['external'],0.0,"New York, New York, United States",Customer Success,
18,United States,Software Engineering,,Senior Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",793538,2020-02-20T20:11:00,,Are you passionate about operating systems and computer security? Do you take pride in designing secure systems and writing secure code that is a nightmare for the most skilled hackers but a delight,2020-02-20T20:16:35.248000,Washington,63,,,,793538,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
19,United States,Software Engineering,,SENIOR SOFTWARE ENGINEERING MANAGER,"['Charlotte, North Carolina, United States']",,,Experienced professionals,en_us,"[{'location': 'Charlotte, North Carolina, United States'}]",766890,2020-02-19T11:47:00,,"Microsoft is currently hiring senior software engineering managers into our Core Service Engineering &amp; Operations (aka. CSEO) organization at our site in Charlotte, North Carolina. This posting",2020-02-20T20:47:54.763000,North Carolina,64,,,,766890,True,['external'],0.0,"Charlotte, North Carolina, United States",Engineering,
20,United States,Software Engineering,,Software Engineer II (Scenarios),"['Pittsburgh, Pennsylvania, United States']",,,Experienced professionals,en_us,"[{'location': 'Pittsburgh, Pennsylvania, United States'}]",684724,2020-02-20T19:56:00,,The Avere FXT for Azure platform is a key part of demanding workflows within Azure. It is used by effects studios to render blockbuster movies faster. It is used by hedge funds to finish,2020-02-20T20:47:55.920000,Pennsylvania,62,,,,684724,True,['external'],0.0,"Pittsburgh, Pennsylvania, United States",Engineering,
21,United States,Software Engineering,,Senior Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",760358,2020-02-20T20:26:00,,"The world is undergoing a transformation to cloud computing, and Microsoft is leading the way to extend Azure cloud services to sovereign, disconnected, edge, enterprise, and hybrid scenarios. Azure",2020-02-20T20:51:38.725000,Washington,63,,,,760358,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
22,United States,New Product Introduction Engineering,,Sr. DFM Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",756218,2019-12-05T22:00:00,,Do you want to be part of the team that brings world class hardware from concept to market? The Design for Excellence (DfX) team within Microsoft's NPI group enables the delivery of world class,2019-12-05T22:03:32.766000,Washington,63,,,,756218,True,['external'],0.0,"Redmond, Washington, United States",Hardware Manufacturing Engineering,
23,Australia,,,Junior Digital Customer Success Specialist,"['Sydney, New South Wales, Australia']",,,Experienced professionals,en_us,"[{'location': 'Sydney, New South Wales, Australia'}]",788254,2020-02-05T00:39:00,,"Do you have experience in business development or sales roles, a passion to deepen your knowledge of cloud technology and are looking to take the next step in your career? As a Customer Success",2020-02-05T22:00:02.849000,New South Wales,,,,,788254,True,['external'],0.0,"Sydney, New South Wales, Australia",Customer Success,
24,United States,Software Development,,Software Engineer 2,"['Bellevue, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Bellevue, Washington, United States'}]",784552,2020-02-03T08:22:00,,The Microsoft Search Assistant and Intelligence team is responsible for delivering assistant and search capabilities across multiple Microsoft 365 applications. Part of our responsibilities include,2020-02-03T08:25:33.163000,Washington,62,,,,784552,True,['external'],0.0,"Bellevue, Washington, United States",Engineering,
25,United States,Design,,Senior Design Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",777659,2020-01-24T16:34:00,,"In Cloud + AI at Microsoft, we&rsquo;re developing technologies that will revolutionize how people interact with each other and their environments. The Ethics &amp; Society team guides the",2020-01-24T17:43:46.686000,Washington,64,,,,777659,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
26,United States,Program Management,,Technology Transfer Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",791534,2020-02-19T09:25:00,,"Overview: The Datacenter Advanced Development (DAD) team is a think-do tank where design thinking meets system thinking meets engineering excellence and curiosity, creativity, and fun are required.",2020-02-20T21:52:03.256000,Washington,64,,,,791534,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
27,United States,Electrical Engineering,,Principal Electrical Engineer - System Optical Integration Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",791539,2020-02-20T22:12:00,,"Overview: Datacenter Advanced Development leads technology innovation for CO+I and is based in Redmond, Washington. We are seeking passionate and driven Electrical engineer to lead innovation programs",2020-02-20T22:14:31.974000,Washington,65,,,,791539,True,['external'],0.0,"Redmond, Washington, United States",Hardware Engineering,
28,United States,Program Management,,Senior Program Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",774098,2020-02-20T22:16:00,,"In the intersection of Hyperscale Cloud, Intelligent Edge, Healthcare &amp; Life Sciences, and Digital Transformation, there is a unique opportunity for a passionate, technical program manager to",2020-02-20T22:46:22.946000,Washington,63,,,,774098,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
29,United States,Program Management,,Senior Program Manager,"['Atlanta, Georgia, United States']",,,Experienced professionals,en_us,"[{'location': 'Atlanta, Georgia, United States'}]",684127,2020-02-20T22:07:00,,Are you passionate and excited about working directly with Microsoft customers and partners to ensure success as they transition their businesses to Microsoft? Are you the kind of person who gets,2020-02-20T22:43:35.453000,Georgia,63,,,,684127,True,['external'],0.0,"Atlanta, Georgia, United States",Engineering,
30,United States,Business Support,,Executive Assistant,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",797538,2020-02-20T22:53:00,,Core Services Engineering Operations (CSEO) builds and manages the critical products and services that Microsoft runs on. We boldly pursue big ideas that power transformational advances at Microsoft,2020-02-20T22:58:36.462000,Washington,56,,,,797538,True,['external'],0.0,"Redmond, Washington, United States",Business Programs & Operations,
31,United States,Program Management,,Senior Program Manager,"['Bellevue, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Bellevue, Washington, United States'}]",722133,2020-02-20T22:08:00,,"Mary Jo Foley &ndash; &ldquo;Microsoft's 'Power Platform' is one of its biggest bets for 2019 and beyond&ldquo; The rapid growth of the Microsoft Power Platform (PowerApps, Microsoft Flow, Power BI),",2020-02-20T22:46:27.857000,Washington,63,,,,722133,True,['external'],0.0,"Bellevue, Washington, United States",Engineering,
32,United States,Software Development,,Senior Software Development Engineer,"['Bellevue, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Bellevue, Washington, United States'}]",733308,2020-02-20T22:01:00,,The Business Q&amp;A team under the Business Application Group is seeking experienced software development engineers to design and develop enterprise grade semantic search experience over Common Data,2020-02-20T22:39:35.221000,Washington,64,,,,733308,True,['external'],0.0,"Bellevue, Washington, United States",Engineering,
33,United States,Technical Delivery,,Architect,"['Houston, Texas, United States', 'Chicago, Illinois, United States', 'Dallas, Texas, United States', 'Detroit, Michigan, United States', 'Other, Other, United States']",,,Experienced professionals,en_us,"[{'location': 'Houston, Texas, United States'}, {'location': 'Chicago, Illinois, United States'}, {'location': 'Dallas, Texas, United States'}, {'location': 'Detroit, Michigan, United States'}, {'location': 'Other, Other, United States'}]",788789,2020-02-20T23:23:00,,Microsoft envisions a world where passionate innovators come to collaborate. A place where they can envision taking their careers to places they simply couldn&rsquo;t imagine anywhere else. This is a,2020-02-20T23:26:41.281000,Texas,65,,,,788789,True,['external'],0.0,"Houston, Texas, United States",Services,
34,United States,Software Engineering,,Senior Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",760505,2019-12-27T21:20:00,,"In the last year, the Microsoft Edge team announced our intention to adopt the Chromium open source project in the development of our browser to create better web compatibility for our customers, and",2019-12-27T21:24:33.975000,Washington,63,,,,760505,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
35,United States,New Product Introduction Engineering,,Senior NPI Program Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",793250,2020-02-21T00:34:00,,Do you want to be at the forefront of devices innovation at Microsoft? Do you have a passion to deliver new technology to customers? Are you seeking a unique career opportunity that combines both,2020-02-21T00:37:42.074000,Washington,64,,,,793250,True,['external'],0.0,"Redmond, Washington, United States",Hardware Manufacturing Engineering,
36,United States,Program Management,,Principal Program Manager,"['Houston, Texas, United States']",,,Experienced professionals,en_us,"[{'location': 'Houston, Texas, United States'}]",798066,2020-02-21T00:57:00,,"Are you interested in working for one of the most exciting teams in Microsoft? A team relentlessly focused on customer needs, market expansion and advancing Microsoft Cloud strategy? Interested in a",2020-02-21T01:03:33.417000,Texas,65,,,,798066,True,['external'],0.0,"Houston, Texas, United States",Engineering,
37,China,Program Management,,Senior Program Manager--Swiftkey,"['Suzhou, Jiangsu, China']",,,Experienced professionals,en_us,"[{'location': 'Suzhou, Jiangsu, China'}]",797723,2020-02-24T03:12:00,,"We are the mobile cross-device team within Experiences and Devices at Microsoft. We build cross-device experiences that help people around the world be productive on their iPhones, their Android",2020-02-24T03:14:39.173000,Jiangsu,64,,,,797723,True,['external'],0.0,"Suzhou, Jiangsu, China",Engineering,
38,Australia,Delivery & Relationship Management,,Technical Account Manager,"['Melbourne, Victoria, Australia']",,,Experienced professionals,en_us,"[{'location': 'Melbourne, Victoria, Australia'}]",796143,2020-02-24T06:08:00,,The TAM is the primary customer facing support role for support within the Microsoft Services organization. The TAM manages Microsofts Premier / Unified support offerings to our services customers.,2020-02-24T06:44:32.617000,Victoria,60,,,,796143,True,['external'],0.0,"Melbourne, Victoria, Australia",Services,
39,India,Software Engineering,,Sr. Software Engineer (Data Science),"['Hyderabad, Telangana, India']",,,Experienced professionals,en_us,"[{'location': 'Hyderabad, Telangana, India'}]",771702,2020-01-10T11:50:00,,Are you looking for work in the most interesting business in Microsoft? Do you want to help deliver quality Line of Business applications on the latest Microsoft technologies to help the SUPPLY CHAIN,2020-01-10T11:53:33.472000,Telangana,63,,,,771702,True,['external'],0.0,"Hyderabad, Telangana, India",Engineering,
40,China,Technology Solutions,,"Technical Specialist, Azure Networking","['Beijing, Beijing, China', 'Shanghai, Shanghai, China', 'Guangzhou, Guangdong, China']",,,Experienced professionals,en_us,"[{'location': 'Beijing, Beijing, China'}, {'location': 'Shanghai, Shanghai, China'}, {'location': 'Guangzhou, Guangdong, China'}]",796305,2020-02-20T09:00:00,,"Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and",2020-02-20T09:04:40.887000,Beijing,63,,,,796305,True,['external'],0.0,"Beijing, Beijing, China",Technical Sales,
41,China,Support Engineering,,Escalation Engineer,"['Shanghai, Shanghai, China']",,,Experienced professionals,en_us,"[{'location': 'Shanghai, Shanghai, China'}]",798756,2020-02-24T08:17:00,,Interested in being on the cutting edge of Cloud Services? Then come join Microsoft as an Embedded Escalation Engineer (EEE) working with Power BI and related technologies.We are building an,2020-02-24T08:20:35.416000,Shanghai,60,,,,798756,True,['external'],0.0,"Shanghai, Shanghai, China",Services,
42,India,Software Engineering,,Senior Software Engineer,"['Hyderabad, Telangana, India']",,,Experienced professionals,en_us,"[{'location': 'Hyderabad, Telangana, India'}]",749055,2020-02-20T09:07:00,,We are Azure - the world's computer powering from the intelligent cloud to the intelligent edge. The enormity of this charter is hard to overstate and we're just getting started. And as our,2020-02-20T09:11:33.151000,Telangana,63,,,,749055,True,['external'],0.0,"Hyderabad, Telangana, India",Engineering,
43,India,Support Engineering,,Support Engineer,"['Bangalore, Karnataka, India']",,,Experienced professionals,en_us,"[{'location': 'Bangalore, Karnataka, India'}]",748971,2020-02-24T12:14:00,,CSS India is part of Microsoft&rsquo;s Customer Service and Support (CSS) organization. CSS team is on the front lines with our customers - Consumer and Enterprise - helping them get the most from,2020-02-24T12:21:34.857000,Karnataka,58,,,,748971,True,['external'],0.0,"Bangalore, Karnataka, India",Services,
44,Ireland,Data Center Technician,,Data Center Technician,"['Dublin, Dublin, Ireland']",,,Experienced professionals,en_us,"[{'location': 'Dublin, Dublin, Ireland'}]",797828,2020-02-24T13:31:00,,"Microsoft&rsquo;s Cloud Operations &amp; Innovation (CO+I) is the engine that powers our cloud services. As a CO+I Datacenter IT Technician, you will perform a key role in delivering the core",2020-02-24T13:35:32.083000,Dublin,36,,,,797828,True,['external'],0.0,"Dublin, Dublin, Ireland",Data Center,
45,Qatar,Sales Leadership,,Services Sales Manager - Middle East Cluster,"['Doha, Ad Dawḩah, Qatar']",,,Experienced professionals,en_us,"[{'location': 'Doha, Ad Dawḩah, Qatar'}]",796397,2020-02-24T12:46:00,,"Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and",2020-02-24T12:47:31.920000,Ad Dawḩah,64,,,,796397,True,['external'],0.0,"Doha, Ad Dawḩah, Qatar",Sales,
46,India,Account Management,,Account Executive,"['Gurgaon, Haryana, India']",,,Experienced professionals,en_us,"[{'location': 'Gurgaon, Haryana, India'}]",799080,2020-02-24T13:03:00,," Microsoft is on a mission to empower every person and every organization on the planet to achieve more. Our culture is centered on embracing a growth mindset, a theme of inspiring excellence, and",2020-02-24T13:06:37.052000,Haryana,63,,,,799080,True,['external'],0.0,"Gurgaon, Haryana, India",Sales,
47,India,Software Engineering,,Senior Software Engineer,"['Bangalore, Karnataka, India']",,,Experienced professionals,en_us,"[{'location': 'Bangalore, Karnataka, India'}]",783482,2020-02-24T07:28:00,,"GitHub is changing the way the world builds software, and we want you to help build GitHub. We are looking for a Senior Software Engineer to work with a dynamic and distributed team, building and",2020-02-24T07:30:32.134000,Karnataka,64,,,,783482,True,['external'],0.0,"Bangalore, Karnataka, India",Engineering,
48,Israel,Software Engineering,,Software Engineer  - Azure Monitor,"['Herzliya, Tel Aviv, Israel']",,,Experienced professionals,en_us,"[{'location': 'Herzliya, Tel Aviv, Israel'}]",756029,2020-02-12T13:20:00,,"Microsoft&rsquo;s mission to empower every organization to achieve more is reliant on providing our customerswith advanced and extensive tools and services to help collect, manage and process their",2020-02-12T14:51:19.208000,Tel Aviv,61,,,,756029,True,['external'],0.0,"Herzliya, Tel Aviv, Israel",Engineering,
