,job_title,jobid,location_city,location_state,location_country,date_posted
364,Salesforce Software Engineer Lead,200018331,Plano,TX,US,2-26-2020
365,Software Engineering (Java Full Stack / Microservices / Kafka),200017920,Chicago,IL,US,3-2-2020
366,Python / Cloud Software Engineer- Site Reliability Engineering (SRE) / DevOps,200017144,Brooklyn,NY,US,2-26-2020
367,"Associate, Software Engineering",200017131,Plano,TX,US,2-28-2020
368,Site Reliability Engineer - Production Support,200018222,Plano,TX,US,2-26-2020
369,Full Stack Software Engineer - Java / JavaScript / UI,200011964,Westerville,OH,US,2-28-2020
370,Java Software Engineer / Developer,200010886,Westerville,OH,US,2-26-2020
371,Junior Software Engineer - Business Intelligence,200012987,Columbus,OH,US,2-27-2020
372,Principal Engineer - Data Platform Executive Director,200012372_1,San Mateo,CA,US,2-24-2020
373,Principal Engineer - Data Platform Executive Director,200012372,Jersey City,NJ,US,2-24-2020
374,Full Stack Software Engineer,200007553,Jersey City,NJ,US,2-26-2020
375,Software Engineer,200008082,Chicago,IL,US,2-28-2020
376,SRE - Site Reliability Engineer,200009908_1,Houston,TX,US,3-4-2020
377,SRE - Site Reliability Engineer,200009908,Houston,TX,US,3-4-2020
378,Platform Services Site Reliability Engineer - Vice President,200007348,Jersey City,NJ,US,2-27-2020
379,Software Engineer - Vice President,200009581,Jersey City,NJ,US,2-26-2020
380,Athena Core Software Engineer,200014104,Jersey City,NJ,US,2-26-2020
381,Software Engineer - Vice President,200009582,Jersey City,NJ,US,2-24-2020
382,Senior Big Data Software Engineer,200015432,Lewisville,TX,US,2-24-2020
383,Infrastructure Engineer Lead,200003938,Columbus,OH,US,2-25-2020
384,"Vice President, Software Engineer",200009617,Columbus,OH,US,3-2-2020
385,"Associate, Software Engineering",200018566,Wilmington,DE,US,2-28-2020
386,"Associate, Software Engineer",200018466,Chicago,IL,US,3-2-2020
387,"Associate, Software Engineer",200018591,Wilmington,DE,US,2-28-2020
388,eTrading Java Software Engineer,200018350,Chicago,IL,US,2-28-2020
389,Java Software Engineer - CCB Digital Technology,200006978,Columbus,OH,US,2-27-2020
390,Level 3 Software Support Engineer,200004958,Columbus,OH,US,3-2-2020
391,Java Software Engineer,200015292,Columbus,OH,US,2-28-2020
392,Lead Site Reliability Engineer,200020648,Houston,TX,US,3-4-2020
393,Site Reliability Engineer,200020630,Houston,TX,US,3-4-2020
394,Software Engineer,200018507,Redwood City,CA,US,3-2-2020
395,Software Engineer,200018530,Jersey City,NJ,US,3-2-2020
396,API Gateway Software Engineer,200018684,Plano,TX,US,3-2-2020
397,ReactJS Software Engineer,200004947,Westerville,OH,US,3-2-2020
398,Site Reliability Engineer,200016049,Lewisville,TX,US,2-27-2020
399,UI Software Engineer,200015690,Columbus,OH,US,3-2-2020
400,Java - Microservices Software Engineer,200011254,Columbus,OH,US,3-2-2020
401,Big Data Modeler/Software Engineer,190113642_1,Lewisville,TX,US,1-29-2020
402,Big Data Modeler/Software Engineer,190113642,Columbus,OH,US,1-29-2020
403,QA Automation Engineer Lead,200005549,Lewisville,TX,US,2-12-2020
404,QA Automation Software Engineer,200010466_1,Jersey City,NJ,US,2-12-2020
405,QA Automation Software Engineer,200010466,Lewisville,TX,US,2-12-2020
406,Software Engineer,200011732,Chicago,IL,US,2-18-2020
407,Full Stack Java Software Engineer,200006991,Columbus,OH,US,2-14-2020
408,Lead Oracle Database Engineer,200011991,Chicago,IL,US,2-11-2020
409,Senior Java Engineer / Cassandra/ Kafka,200010133,Columbus,OH,US,2-18-2020
410,Java Spark - Software Engineer,200009826,Wilmington,DE,US,2-13-2020
411,Pentaho / ETL Software Engineer,200011960,Columbus,OH,US,2-12-2020
412,Site Reliability Engineer - AWS/Linux,190093931,Houston,TX,US,10-2-2019
413,Lead Software Engineer,190092479,Chicago,IL,US,10-15-2019
414,Java Software Engineer Lead,200021054,Columbus,OH,US,3-5-2020
415,Site Reliability Engineer,200012035,Lewisville,TX,US,3-4-2020
416,Application Site Reliability Engineer,190088508,Lewisville,TX,US,3-5-2020
417,Software Engineer,200020167,Jersey City,NJ,US,3-4-2020
418,Software Engineer,200017331,Newark,DE,US,3-3-2020
419,"Senior Big Data Engineer, Executive Director",190037063,Jersey City,NJ,US,3-5-2020
420,"Software Engineer, Associate II",190112563,Columbus,OH,US,2-6-2020
421,Scala Engineer,200007404,Chicago,IL,US,2-6-2020
422,Full Stack Java Software Engineer,190084961,Newark,DE,US,1-6-2020
423,Lead Big Data Engineer / Architect - Director,190112488,Houston,TX,US,1-6-2020
424,Site Reliability Engineer (SRE) |  Cloud,190085456,Seattle,WA,US,1-6-2020
425,Public Cloud - Software Engineer - SRE,200008050,San Mateo,CA,US,3-1-2020
426,Public Cloud - Lead Software Engineer - SRE,200008054,San Mateo,CA,US,3-1-2020
427,Software Engineer,200013325,Chicago,IL,US,3-7-2020
428,Software Engineer,200013875,Chicago,IL,US,3-7-2020
429,Cloud Container Orchestration - Infrastructure Engineer,200012565,Columbus,OH,US,3-7-2020
430,Cloud Foundry - Infrastructure Engineer,200012561,Columbus,OH,US,3-7-2020
431,Software Engineer,200006862,Plano,TX,US,2-18-2020
432,Cloud Data Science and Design – Infrastructure Engineer,200013051,Columbus,OH,US,3-7-2020
433,Full-stack Java Software Engineer,200019590,Chicago,IL,US,3-7-2020
434,Automation/Site Reliability Engineer Lead,200010130,Columbus,OH,US,2-5-2020
435,Big Data Software Engineer Lead,190094864,Lewisville,TX,US,10-4-2019
436,Cloud Software Engineer,190103190,Chicago,IL,US,12-5-2019
437,Data Software Engineer,200003128,Wilmington,DE,US,2-5-2020
438,Java Software Engineer,200002989,Wilmington,DE,US,2-5-2020
439,Big Data Modeler/Software Engineer,190113642_2,Newark,DE,US,1-29-2020
440,Software/ DevOps Engineer,200000670,Columbus,OH,US,1-6-2020
441,Software Engineer,200007416,Chicago,IL,US,2-6-2020
442,"Vice President, Infrastructure Engineer",200005629,Houston,TX,US,2-6-2020
443,Site Reliability/Production Support Engineer,190109433,Chicago,IL,US,1-6-2020
444,Software Engineer  - DevOps | Cloud,190093221,Seattle,WA,US,1-6-2020
445,Full Stack Software Engineer - Senior,190108706,Newark,DE,US,1-27-2020
446,Senior Fullstack Software Engineer,190107607,Chicago,IL,US,12-6-2019
447,Software Engineer Java/J2EE,190104069,Columbus,OH,US,1-6-2020
448,Java Software Engineer,190110065,Chicago,IL,US,3-7-2020
449,Lead Windows Desktop Engineer,190091123,Columbus,OH,US,12-2-2019
450,Software Engineer - JavaScript,200007361,Chicago,IL,US,2-6-2020
451,Senior Cloud Software Engineer,190101946,Columbus,OH,US,2-3-2020
452,Java Software Engineer,200011371,Columbus,OH,US,2-12-2020
453,Site Reliability Engineer,200012489,Lewisville,TX,US,2-27-2020
454,Senior iOS Developer - Mobile Software Engineer,200001317_1,Palo Alto,CA,US,1-7-2020
455,Senior iOS Developer - Mobile Software Engineer,200001317,Mountain View,CA,US,1-7-2020
456,Senior Android Developer - Mobile Engineer,200003622_1,Palo Alto,CA,US,1-14-2020
457,Senior Android Developer - Mobile Engineer,200003622,Mountain View,CA,US,1-14-2020
458,"VP, Java Full Stack Software Engineer",200021013,Newark,DE,US,3-9-2020
459,Senior Full Stack Java Software Engineer with React,200021985,Chicago,IL,US,3-9-2020
460,Big Data application Engineer,200013950,Jersey City,NJ,US,3-9-2020
461,"Software Engineer - Full Stack Engineer (AWS, Java, Spring, React)",200021726,Chicago,IL,US,3-9-2020
462,Lead Software Engineer,200021595,Jersey City,NJ,US,3-9-2020
463,Full Stack Software Engineer,200019220,Seattle,WA,US,3-9-2020
464,Java Software Engineer Lead,200015816,Chicago,IL,US,3-9-2020
465,"Associate, Software Engineer (Kafka)",200019083,Lewisville,TX,US,3-9-2020
466,C++ Lead Engineer – Head of Low Latency Market Connectivity,200011119,Chicago,IL,US,3-4-2020
467,Android Mobile Software Engineer,200008669,Columbus,OH,US,3-9-2020
468,iOS Mobile Software Engineer,200015270,Columbus,OH,US,3-9-2020
469,Hadoop and Big Data Software Engineer,190090907,Wilmington,DE,US,2-28-2020
470,Software Engineer - Java/Angular,200007908,Jersey City,NJ,US,2-27-2020
471,Software Engineer - Java/Angular,200007913,Jersey City,NJ,US,2-24-2020
472,Software Engineer,200014953,New York,NY,US,3-9-2020
473,Full Stack Software Engineer,200007415,Wilmington,DE,US,2-7-2020
474,Software Engineer - Java,200010176,Tampa,FL,US,3-9-2020
475,Senior Fullstack Java Software Engineer - React/Redux,200019498,Houston,TX,US,3-9-2020
476,Full Stack Java Software Engineer - React/Redux,200019494,Houston,TX,US,3-9-2020
477,A/V Engineer,200002553,New York,NY,US,3-9-2020
478,Card Services - Marketing Analytics Lead - Report Engineer,200011031,Wilmington,DE,US,3-9-2020
479,Senior Java Software Engineer,190113197,New York,NY,US,3-9-2020
480,Senior Java Engineer,200022401,Westerville,OH,US,3-9-2020
481,iOS Software Engineer,200022351_2,Palo Alto,CA,US,3-9-2020
482,iOS Software Engineer,200022351_1,Mountain View,CA,US,3-9-2020
483,iOS Software Engineer,200022351,San Francisco,CA,US,3-9-2020
484,Senior Software Engineer,200017486,Chicago,IL,US,3-9-2020
485,Senior Software Engineer,190114045,Houston,TX,US,2-7-2020
486,Senior Software Engineer,190114042,Houston,TX,US,2-7-2020
487,Java Software Engineer,190110766,New York,NY,US,2-7-2020
488,"Full Stack Java Software Engineer, VP",190102333,Columbus,OH,US,2-7-2020
489,Team Lead Full Stack Java Engineer,190111392,Chicago,IL,US,1-7-2020
490,Software Engineer - Java,200009144,Chicago,IL,US,2-7-2020
491,Software Engineer for Athena Core,190023690,Jersey City,NJ,US,3-7-2020
492,Full Stack Java Engineer,190111397,Chicago,IL,US,12-20-2019
493,Software Engineering,200022334,Lewisville,TX,US,3-10-2020
494,Platform Engineering,200022287,New York,NY,US,3-10-2020
495,Software Engineer,200022100,New York,NY,US,3-10-2020
496,Infrastructure Engineering,200022569,Jersey City,NJ,US,3-10-2020
497,Software Engineer - Java,200018174,Lewisville,TX,US,3-10-2020
498,Mainframe Infrastructure Solutions Engineer,200013574,Wilmington,DE,US,3-10-2020
499,Infrastructure Solutions Engineer,200013565,Wilmington,DE,US,3-10-2020
500,Full Stack - Java Software Engineer,200011023,Columbus,OH,US,3-10-2020
501,Software Engineer,200008392,Plano,TX,US,3-10-2020
502,Software Engineering,200022147,Jersey City,NJ,US,3-10-2020
503,Software Engineer,200022057,Lewisville,TX,US,3-10-2020
504,Mobile Software Engineer-  iOS,200013671,Columbus,OH,US,3-10-2020
505,UNIX Site Reliability Engineer,200022130,Columbus,OH,US,3-10-2020
506,Software Engineering,200022066,Jersey City,NJ,US,3-10-2020
507,Software Engineer - Java/Adobe Experience Manager,180121898,Columbus,OH,US,3-10-2020
508,Software Engineer,200022343,Tampa,FL,US,3-10-2020
509,Senior Backend Engineer - AI Platform,200013159_1,New York,NY,US,2-18-2020
510,Senior Backend Engineer - AI Platform,200013159,San Mateo,CA,US,2-18-2020
511,Java Software Engineer,200010268,Plano,TX,US,3-10-2020
512,Java Software Engineer Lead,190088609,Newark,DE,US,3-10-2020
513,Java Software Engineer,200019633,Lewisville,TX,US,3-10-2020
514,Java Software Engineer,200019635,Lewisville,TX,US,3-10-2020
515,"Software Engineer - Full Stack, Digital Wealth Management Platform",190098730,New York,NY,US,1-31-2020
516,Java Software Engineer,200022355,Brooklyn,NY,US,3-10-2020
517,Application Site Reliability Engineer,190111395,Lewisville,TX,US,1-8-2020
518,UI/Full Stack Software Engineer,190110430,Jersey City,NJ,US,12-6-2019
519,Application Software Engineer-Liquidity Risk,190113578,Lewisville,TX,US,1-8-2020
520,AI Platform - Senior Cloud Engineer VP,200007105,Wilmington,DE,US,2-7-2020
521,Scrum Master - Cybersecurity Engineer  |  Agile,200014840,Seattle,WA,US,3-10-2020
522,Senior UI/UX Software Engineer,200002608,Wilmington,DE,US,3-10-2020
523,Software Engineer,200022031,Wilmington,DE,US,3-10-2020
524,Senior Cloud Software Engineer,200018517,Jersey City,NJ,US,3-10-2020
525,Senior Spark Software Engineer,190103882,Newark,DE,US,3-10-2020
526,Software Engineering,200022995,San Francisco,CA,US,3-11-2020
527,Software Engineer,200012014,Houston,TX,US,3-11-2020
528,Java Software Engineer for Chase Online,200002976,Columbus,OH,US,2-26-2020
529,Data Engineer,200011771,Houston,TX,US,3-11-2020
530,"Software Engineer - C#, .NET",200009650,Plano,TX,US,3-11-2020
531,Software Engineer - Automation/Performance,190059396,Columbus,OH,US,2-25-2020
532,Software Engineer - Java,200015736,Tampa,FL,US,3-11-2020
533,Software Engineering,200022125,Columbus,OH,US,3-11-2020
534,Software Engineer,200020122,Houston,TX,US,3-11-2020
535,Telecom SIP Engineer Professional,200002247,Columbus,OH,US,1-9-2020
536,Full Stack Java Software Engineer,200002078,New York,NY,US,1-9-2020
537,"VP, Full Stack - Software Engineer",190102853,Wilmington,DE,US,12-9-2019
538,Python Software Engineer,190097879,Jersey City,NJ,US,1-9-2020
539,Senior Software Engineer - Java Spark,200003420,Wilmington,DE,US,3-11-2020
540,Java Software Engineer,200012475,Plano,TX,US,3-11-2020
541,Senior Software Engineer - Java React,200003372,Wilmington,DE,US,3-11-2020
542,Software Engineer - Java JS React,200003389,Wilmington,DE,US,3-11-2020
543,"Java Software Engineer, VP",200019099,Columbus,OH,US,3-11-2020
544,Infrastructure Engineer - Managed File Transfer,200008771,Columbus,OH,US,3-11-2020
545,Java Spring Boot - Software Engineer,200016553,Wilmington,DE,US,3-11-2020
546,Public Cloud - Sr. Software Engineer - SRE,200008051,San Mateo,CA,US,2-10-2020
547,VP (App Dev Manager) Software Engineering,200013969,Plano,TX,US,3-11-2020
548,Progress Software Engineer,200012898,Wilmington,DE,US,3-11-2020
549,AEM / Java Engineer,200019794,Columbus,OH,US,3-11-2020
550,.NET/Angular Software Engineer,200019626,Columbus,OH,US,3-10-2020
551,Java Electronic Communications Software Engineer,200000817,Westerville,OH,US,2-11-2020
552,Mobile QA Automation Software Engineer,200014453,Columbus,OH,US,3-5-2020
553,Java Software Engineer,200000070,Columbus,OH,US,1-2-2020
554,Mobile Software Engineer - Android,200008286,Columbus,OH,US,3-11-2020
555,Java/J2EE Software Engineer – Marketing Technology,200005687,Chicago,IL,US,2-11-2020
556,Engineer,200015232,Columbus,OH,US,3-11-2020
557,"VP, Software Engineer (J2EE Software Engineer)",200023088,Lewisville,TX,US,3-11-2020
